DriftType,Metric,Drifts,Features,Scenario,Detector,Mean,Std
abrupt,R,5,60,5d 60f,ADWIN,0.47260101010101,0.057061907116312156
abrupt,R,5,60,5d 60f,EDDM,1.0686814786571481,1.0008639701096238
abrupt,R,5,60,5d 60f,DDM,0.4666666666666667,1.1803954139750517
abrupt,D1,5,90,5d 90f,HAST,2.2314285714285713,2.199471643418956
abrupt,D1,5,90,5d 90f,OCDD,7.699808389065356,1.8210480804426543
abrupt,D1,5,90,5d 90f,Feature-KS,0.0,0.0
abrupt,D1,5,90,5d 90f,ADWIN,9.758156565656567,1.1274414837048774
abrupt,D1,5,90,5d 90f,EDDM,12.158646951483343,2.887166117074684
abrupt,D1,5,90,5d 90f,DDM,2.086666666666667,0.504413851250472
abrupt,D2,5,90,5d 90f,HAST,5.9399999999999995,9.173897753953877
abrupt,D2,5,90,5d 90f,OCDD,0.04,0.08
abrupt,D2,5,90,5d 90f,Feature-KS,0.0,0.0
abrupt,D2,5,90,5d 90f,ADWIN,3.1799999999999997,1.4323407415835103
abrupt,D2,5,90,5d 90f,EDDM,28.740000000000002,13.76576913942697
abrupt,D2,5,90,5d 90f,DDM,8.7,5.650663677834666
abrupt,R,5,90,5d 90f,HAST,0.13214285714285715,0.1327207441147289
abrupt,R,5,90,5d 90f,OCDD,0.6459467519065043,0.08939681518664974
abrupt,R,5,90,5d 90f,Feature-KS,0.0,0.0
abrupt,R,5,90,5d 90f,ADWIN,0.46982323232323236,0.04574977774880323
abrupt,R,5,90,5d 90f,EDDM,0.7639540350820615,0.18493712603192522
abrupt,R,5,90,5d 90f,DDM,0.20833333333333334,0.18726837545203526
abrupt,D1,10,30,10d 30f,HAST,0.8116433566433567,0.4034633296197662
abrupt,D1,10,30,10d 30f,OCDD,5.692237046818387,0.27464344272042246
abrupt,D1,10,30,10d 30f,Feature-KS,5.357142857142857,0.28571428571428575
abrupt,D1,10,30,10d 30f,ADWIN,4.150562215562216,0.6961338515685161
abrupt,D1,10,30,10d 30f,EDDM,6.346834572909623,0.5871265455674886
abrupt,D1,10,30,10d 30f,DDM,2.4189285714285713,0.46864027816381765
abrupt,D2,10,30,10d 30f,HAST,1.0999999999999999,0.9110433579144299
abrupt,D2,10,30,10d 30f,OCDD,0.6599999999999999,0.12000000000000001
abrupt,D2,10,30,10d 30f,Feature-KS,3.38,0.24000000000000005
abrupt,D2,10,30,10d 30f,ADWIN,5.38,1.3673331708109768
abrupt,D2,10,30,10d 30f,EDDM,36.779999999999994,24.02385481141609
abrupt,D2,10,30,10d 30f,DDM,19.61,22.406090689810213
abrupt,R,10,30,10d 30f,HAST,0.08368298368298369,0.07973391014760592
abrupt,R,10,30,10d 30f,OCDD,0.8071128952141731,0.026672961575585605
abrupt,R,10,30,10d 30f,Feature-KS,0.3238095238095239,0.019047619047619067
abrupt,R,10,30,10d 30f,ADWIN,0.16800421800421797,0.07942623568708276
abrupt,R,10,30,10d 30f,EDDM,0.5868991274670787,0.21621478875652742
abrupt,R,10,30,10d 30f,DDM,0.9535714285714285,1.0418190364750994
abrupt,D1,10,60,10d 60f,HAST,1.3724242424242425,0.4595076061150055
abrupt,D1,10,60,10d 60f,OCDD,4.688917780376205,0.5378376301984168
abrupt,D1,10,60,10d 60f,Feature-KS,5.5,0.0
abrupt,D1,10,60,10d 60f,ADWIN,4.244488844488844,0.4955194835937101
abrupt,D1,10,60,10d 60f,EDDM,6.364235927241666,0.7144356687407192
abrupt,D1,10,60,10d 60f,DDM,2.2048809523809525,0.4939395894511907
abrupt,D2,10,60,10d 60f,HAST,2.78,1.6509391266791154
abrupt,D2,10,60,10d 60f,OCDD,0.57,0.06403124237432847
abrupt,D2,10,60,10d 60f,Feature-KS,3.5,0.0
abrupt,D2,10,60,10d 60f,ADWIN,5.709999999999999,1.8859745491389854
abrupt,D2,10,60,10d 60f,EDDM,33.010000000000005,14.574872212132771
abrupt,D2,10,60,10d 60f,DDM,13.66,13.13470212833165
abrupt,R,10,60,10d 60f,HAST,0.08762626262626265,0.07185264271462109
abrupt,R,10,60,10d 60f,OCDD,0.6881190806273458,0.05306273894554386
abrupt,R,10,60,10d 60f,Feature-KS,0.33333333333333337,0.0
abrupt,R,10,60,10d 60f,ADWIN,0.20957375957375954,0.08427004388123925
abrupt,R,10,60,10d 60f,EDDM,0.6269533694031543,0.15169869602285535
abrupt,R,10,60,10d 60f,DDM,0.5630952380952381,0.3802467423055898
abrupt,D1,10,90,10d 90f,HAST,0.915952380952381,0.4136685331624804
abrupt,D1,10,90,10d 90f,OCDD,3.9350282326369284,0.5475367374412471
abrupt,D1,10,90,10d 90f,Feature-KS,5.5,0.0
abrupt,D1,10,90,10d 90f,ADWIN,4.129492174492174,0.539304378143319
abrupt,D1,10,90,10d 90f,EDDM,5.834340369681856,1.4089515598089202
abrupt,D1,10,90,10d 90f,DDM,2.699642857142857,0.6806009853410186
abrupt,D2,10,90,10d 90f,HAST,6.090000000000001,2.4549745416195257
abrupt,D2,10,90,10d 90f,OCDD,0.53,0.06403124237432847
abrupt,D2,10,90,10d 90f,Feature-KS,3.5,0.0
abrupt,D2,10,90,10d 90f,ADWIN,5.21,1.2332477447779908
abrupt,D2,10,90,10d 90f,EDDM,19.660000000000004,9.65289593852539
abrupt,D2,10,90,10d 90f,DDM,17.360000000000003,17.393918477444927
abrupt,R,10,90,10d 90f,HAST,0.23849206349206353,0.21044058989303277
abrupt,R,10,90,10d 90f,OCDD,0.5489459815546771,0.04392310782290611
abrupt,R,10,90,10d 90f,Feature-KS,0.33333333333333337,0.0
abrupt,R,10,90,10d 90f,ADWIN,0.20364635364635367,0.08484840806756484
abrupt,R,10,90,10d 90f,EDDM,0.5761656031812766,0.20681507956474435
abrupt,R,10,90,10d 90f,DDM,0.6869047619047619,0.6060459278525571
abrupt,D1,15,30,15d 30f,HAST,0.3610142390289446,0.16283148744048587
abrupt,D1,15,30,15d 30f,OCDD,3.6898742094436856,0.16848615213481233
abrupt,D1,15,30,15d 30f,Feature-KS,2.173611111111115,1.7610195384534548
abrupt,D1,15,30,15d 30f,ADWIN,3.482777084027081,0.44040997671316806
abrupt,D1,15,30,15d 30f,EDDM,4.042146259743272,0.5566233737076569
abrupt,D1,15,30,15d 30f,DDM,2.035158730158726,0.5121364432039042
abrupt,D2,15,30,15d 30f,HAST,0.435555555555555,0.3561384111567218
abrupt,D2,15,30,15d 30f,OCDD,0.5933333333333383,0.08891666232774532
abrupt,D2,15,30,15d 30f,Feature-KS,2.100000000000004,1.66824369833578
abrupt,D2,15,30,15d 30f,ADWIN,6.017777777777775,0.9798362171024719
abrupt,D2,15,30,15d 30f,EDDM,36.93111111111112,26.59616504426397
abrupt,D2,15,30,15d 30f,DDM,17.94444444444445,9.754453240684041
abrupt,R,15,30,15d 30f,HAST,0.050157563025210086,0.0364915195351938
abrupt,R,15,30,15d 30f,OCDD,0.7261274762174187,0.01807373256543449
abrupt,R,15,30,15d 30f,Feature-KS,0.01875,0.028641098093474003
abrupt,R,15,30,15d 30f,ADWIN,0.18567682317682316,0.14465816251098282
abrupt,R,15,30,15d 30f,EDDM,0.49442599456891667,0.22491245298495705
abrupt,R,15,30,15d 30f,DDM,1.3476190476190477,0.6227351252990143
abrupt,D1,15,60,15d 60f,HAST,0.9031517665341171,0.3222728318849066
abrupt,D1,15,60,15d 60f,OCDD,3.1991192747231563,0.26806960623415194
abrupt,D1,15,60,15d 60f,Feature-KS,2.0918055555555592,1.8185386262984642
abrupt,D1,15,60,15d 60f,ADWIN,3.2905723905723883,0.5729809851106489
abrupt,D1,15,60,15d 60f,EDDM,4.225093351322174,0.45998310514837326
abrupt,D1,15,60,15d 60f,DDM,2.048769841269835,0.8153794491336774
abrupt,D2,15,60,15d 60f,HAST,2.2466666666666644,1.3713992133835924
abrupt,D2,15,60,15d 60f,OCDD,0.4200000000000065,0.06550845765770504
abrupt,D2,15,60,15d 60f,Feature-KS,2.020000000000004,1.7192433018232756
abrupt,D2,15,60,15d 60f,ADWIN,8.79111111111111,2.669761167475105
abrupt,D2,15,60,15d 60f,EDDM,27.886666666666667,14.213585745795688
abrupt,D2,15,60,15d 60f,DDM,19.573333333333334,14.693772259357928
abrupt,R,15,60,15d 60f,HAST,0.07601295763060467,0.10944116098810265
abrupt,R,15,60,15d 60f,OCDD,0.6209935188502147,0.03878723107488586
abrupt,R,15,60,15d 60f,Feature-KS,0.01875,0.028641098093473996
abrupt,R,15,60,15d 60f,ADWIN,0.4632034632034632,0.27048646110032015
abrupt,R,15,60,15d 60f,EDDM,0.3434336119278023,0.17403611444432343
abrupt,R,15,60,15d 60f,DDM,1.2785714285714285,0.4274688197245908
abrupt,D1,15,90,15d 90f,HAST,0.7939255189255165,0.26266807213052823
abrupt,D1,15,90,15d 90f,OCDD,2.4162061040154397,0.3220030292608852
abrupt,D1,15,90,15d 90f,Feature-KS,2.0373611111111165,1.598542262490778
abrupt,D1,15,90,15d 90f,ADWIN,3.7270317182817174,0.5768468363037403
abrupt,D1,15,90,15d 90f,EDDM,4.1412698487672275,0.29471864603520914
abrupt,D1,15,90,15d 90f,DDM,2.1361279461279428,0.7169985611611349
abrupt,D2,15,90,15d 90f,HAST,3.0799999999999987,0.4656284747985353
abrupt,D2,15,90,15d 90f,OCDD,0.3688888888888973,0.04988876515698612
abrupt,D2,15,90,15d 90f,Feature-KS,1.9888888888888947,1.5244914148902493
abrupt,D2,15,90,15d 90f,ADWIN,13.288888888888891,5.134449133182115
abrupt,D2,15,90,15d 90f,EDDM,27.45111111111111,8.894942660763567
abrupt,D2,15,90,15d 90f,DDM,30.400000000000006,26.706612673527648
abrupt,R,15,90,15d 90f,HAST,0.12135989010989005,0.05848652853732885
abrupt,R,15,90,15d 90f,OCDD,0.4406208902659207,0.07602541553911481
abrupt,R,15,90,15d 90f,Feature-KS,0.0125,0.025000000000000005
abrupt,R,15,90,15d 90f,ADWIN,0.5806172993672993,0.3185754461088694
abrupt,R,15,90,15d 90f,EDDM,0.48989149762832185,0.17080294413405273
abrupt,R,15,90,15d 90f,DDM,1.5071969696969698,1.1029083479242636
