DriftType,Metric,Drifts,Features,Scenario,Detector,Mean,Std
gradual,D2,3,60,3d 60f,DDM,10.533333333333337,11.764646768188442
gradual,R,3,60,3d 60f,HAST,0.05,0.10000000000000002
gradual,R,3,60,3d 60f,OCDD,0.7661567599067599,0.057388116743478906
gradual,R,3,60,3d 60f,Feature-KS,0.5,0.0
gradual,R,3,60,3d 60f,ADWIN,0.42714285714285716,0.10345066851560954
gradual,R,3,60,3d 60f,EDDM,0.9725788109546889,0.3516497542666759
gradual,R,3,60,3d 60f,DDM,0.255,0.189010581714358
gradual,D1,3,90,3d 90f,HAST,8.605555555555561,2.9881659596597268
gradual,D1,3,90,3d 90f,OCDD,8.182936507936507,2.9561954387391687
gradual,D1,3,90,3d 90f,Feature-KS,8.0,0.0
gradual,D1,3,90,3d 90f,ADWIN,16.08769841269842,1.9637215239137116
gradual,D1,3,90,3d 90f,EDDM,16.3729024999025,5.696666036759097
gradual,D1,3,90,3d 90f,DDM,3.9000000000000044,1.2750695938401952
gradual,D2,3,90,3d 90f,HAST,13.63333333333334,12.154971548026484
gradual,D2,3,90,3d 90f,OCDD,1.7111111111111093,0.41335722750529497
gradual,D2,3,90,3d 90f,Feature-KS,2.699999999999993,0.31446603773522014
gradual,D2,3,90,3d 90f,ADWIN,4.4777777777777805,2.1762182624741326
gradual,D2,3,90,3d 90f,EDDM,31.888888888888893,23.28783924691433
gradual,D2,3,90,3d 90f,DDM,14.05555555555556,12.596810295849881
gradual,R,3,90,3d 90f,HAST,0.1,0.16583123951777
gradual,R,3,90,3d 90f,OCDD,0.6628246753246754,0.05015007765672049
gradual,R,3,90,3d 90f,Feature-KS,0.5,0.0
gradual,R,3,90,3d 90f,ADWIN,0.45928571428571435,0.09280493037571234
gradual,R,3,90,3d 90f,EDDM,0.8483652418130452,0.15912003012571968
gradual,R,3,90,3d 90f,DDM,0.225,0.17500000000000002
gradual,D1,5,30,5d 30f,HAST,2.7600000000000002,1.1629273408085306
gradual,D1,5,30,5d 30f,OCDD,9.755401219312851,1.2835963638402197
gradual,D1,5,30,5d 30f,Feature-KS,7.911111111111111,0.2666666666666668
gradual,D1,5,30,5d 30f,ADWIN,10.10892857142857,1.7254330234699709
gradual,D1,5,30,5d 30f,EDDM,11.706088509623346,1.3532642242502404
gradual,D1,5,30,5d 30f,DDM,2.945,1.8675451801763725
gradual,D2,5,30,5d 30f,HAST,2.2800000000000002,0.9042123644365853
gradual,D2,5,30,5d 30f,OCDD,0.9000000000000001,0.18439088914585772
gradual,D2,5,30,5d 30f,Feature-KS,1.48,0.256124969497314
gradual,D2,5,30,5d 30f,ADWIN,5.92,4.048901085479861
gradual,D2,5,30,5d 30f,EDDM,31.259999999999998,17.78472378194275
gradual,D2,5,30,5d 30f,DDM,22.78,26.581865999210816
gradual,R,5,30,5d 30f,HAST,0.07083333333333333,0.12083333333333333
gradual,R,5,30,5d 30f,OCDD,0.8473838413937766,0.033875186024474466
gradual,R,5,30,5d 30f,Feature-KS,0.49444444444444446,0.016666666666666673
gradual,R,5,30,5d 30f,ADWIN,0.3557539682539682,0.08722963304594551
gradual,R,5,30,5d 30f,EDDM,0.7849645387247846,0.18359497098359087
gradual,R,5,30,5d 30f,DDM,0.5952380952380952,1.1503474778204588
gradual,D1,5,60,5d 60f,HAST,4.423333333333334,2.0692483874317475
gradual,D1,5,60,5d 60f,OCDD,4.681639194139193,1.3333947400624273
gradual,D1,5,60,5d 60f,Feature-KS,8.0,0.0
gradual,D1,5,60,5d 60f,ADWIN,10.509920634920634,0.9746329845242003
gradual,D1,5,60,5d 60f,EDDM,11.338327199352241,2.131529158533823
gradual,D1,5,60,5d 60f,DDM,3.5588095238095234,1.8530369905739534
gradual,D2,5,60,5d 60f,HAST,7.88,8.256972810903521
gradual,D2,5,60,5d 60f,OCDD,0.74,0.2835489375751565
gradual,D2,5,60,5d 60f,Feature-KS,1.6800000000000002,0.1833030277982336
gradual,D2,5,60,5d 60f,ADWIN,8.059999999999999,2.6848463643195677
gradual,D2,5,60,5d 60f,EDDM,43.339999999999996,23.39214398040505
gradual,D2,5,60,5d 60f,DDM,26.619999999999997,30.186944197781926
gradual,R,5,60,5d 60f,HAST,0.125,0.20155644370746376
gradual,R,5,60,5d 60f,OCDD,0.6713598901098902,0.034336423731461986
gradual,R,5,60,5d 60f,Feature-KS,0.5,0.0
gradual,R,5,60,5d 60f,ADWIN,0.3303571428571428,0.08820443146982236
gradual,R,5,60,5d 60f,EDDM,0.7145713711397074,0.139378043336815
gradual,R,5,60,5d 60f,DDM,0.8202380952380952,1.1983602033073146
gradual,D1,5,90,5d 90f,HAST,4.508333333333334,1.1963428066867419
gradual,D1,5,90,5d 90f,OCDD,4.7642337074690015,1.6966151728158194
gradual,D1,5,90,5d 90f,Feature-KS,8.0,0.0
gradual,D1,5,90,5d 90f,ADWIN,10.048730158730159,1.5219990981351175
gradual,D1,5,90,5d 90f,EDDM,9.238355430203661,2.8950396287431963
gradual,D1,5,90,5d 90f,DDM,3.4449999999999994,1.4153533127809463
gradual,D2,5,90,5d 90f,HAST,12.0,9.117894493796252
gradual,D2,5,90,5d 90f,OCDD,1.3199999999999998,0.3709447398198282
gradual,D2,5,90,5d 90f,Feature-KS,1.94,0.18000000000000002
gradual,D2,5,90,5d 90f,ADWIN,5.06,2.6548822949426594
gradual,D2,5,90,5d 90f,EDDM,35.480000000000004,15.95699219777963
gradual,D2,5,90,5d 90f,DDM,16.22,15.687306970923974
gradual,R,5,90,5d 90f,HAST,0.225,0.17500000000000002
gradual,R,5,90,5d 90f,OCDD,0.5934487081545905,0.06201570990633627
gradual,R,5,90,5d 90f,Feature-KS,0.5,0.0
gradual,R,5,90,5d 90f,ADWIN,0.36071428571428565,0.09765775461803859
gradual,R,5,90,5d 90f,EDDM,0.7300418826275223,0.18558102218517317
gradual,R,5,90,5d 90f,DDM,0.21666666666666665,0.439696865275764
gradual,D1,10,30,10d 30f,HAST,1.5434343434343436,0.5508754198464485
gradual,D1,10,30,10d 30f,OCDD,4.7220445743815,0.5582061289742545
gradual,D1,10,30,10d 30f,Feature-KS,4.814285714285714,0.03499271061118813
gradual,D1,10,30,10d 30f,ADWIN,4.7382972582972585,0.702234508265038
gradual,D1,10,30,10d 30f,EDDM,6.2874780005569475,0.8572447134190595
gradual,D1,10,30,10d 30f,DDM,3.143809523809524,0.5423673646861913
gradual,D2,10,30,10d 30f,HAST,1.8,0.9674709297958259
gradual,D2,10,30,10d 30f,OCDD,0.95,0.12041594578792293
gradual,D2,10,30,10d 30f,Feature-KS,2.8999999999999995,4.440892098500626e-16
gradual,D2,10,30,10d 30f,ADWIN,7.779999999999999,2.3890583919192934
gradual,D2,10,30,10d 30f,EDDM,34.470000000000006,14.443202553450533
gradual,D2,10,30,10d 30f,DDM,20.950000000000003,17.23625539379131
gradual,R,10,30,10d 30f,HAST,0.04747474747474749,0.047817375266846984
gradual,R,10,30,10d 30f,OCDD,0.7392851790753096,0.03159236897693656
gradual,R,10,30,10d 30f,Feature-KS,0.2857142857142857,0.0
gradual,R,10,30,10d 30f,ADWIN,0.1251803751803752,0.10801964623825974
gradual,R,10,30,10d 30f,EDDM,0.5776287942077416,0.23929956675516775
gradual,R,10,30,10d 30f,DDM,0.8123015873015873,0.5863410474161856
gradual,D1,10,60,10d 60f,HAST,2.5812806637806642,0.6526027076302537
gradual,D1,10,60,10d 60f,OCDD,3.117236073105638,0.5519031043193806
gradual,D1,10,60,10d 60f,Feature-KS,5.099523809523809,0.3436924348831647
gradual,D1,10,60,10d 60f,ADWIN,4.518055555555556,0.40588517068684754
gradual,D1,10,60,10d 60f,EDDM,5.76405162877935,0.8237987088537906
gradual,D1,10,60,10d 60f,DDM,2.801190476190476,0.9520288039431449
gradual,D2,10,60,10d 60f,HAST,6.09,1.7253695256379142
gradual,D2,10,60,10d 60f,OCDD,1.1700000000000002,0.10049875621120889
gradual,D2,10,60,10d 60f,Feature-KS,3.1399999999999997,0.2939387691339814
gradual,D2,10,60,10d 60f,ADWIN,7.830000000000001,2.25302019520465
gradual,D2,10,60,10d 60f,EDDM,28.6,11.069146308546113
gradual,D2,10,60,10d 60f,DDM,23.669999999999998,30.191225546506054
gradual,R,10,60,10d 60f,HAST,0.18528138528138532,0.11648306826179423
gradual,R,10,60,10d 60f,OCDD,0.5778479330653242,0.03898007641578914
gradual,R,10,60,10d 60f,Feature-KS,0.30476190476190473,0.0233284737407922
gradual,R,10,60,10d 60f,ADWIN,0.12045454545454548,0.04852231822346291
gradual,R,10,60,10d 60f,EDDM,0.5549017276659918,0.24145698736310256
gradual,R,10,60,10d 60f,DDM,1.4952380952380955,2.530080932264722
gradual,D1,10,90,10d 90f,HAST,2.6811507936507937,0.648445391969781
gradual,D1,10,90,10d 90f,OCDD,2.1537663398692812,0.5770603726247625
gradual,D1,10,90,10d 90f,Feature-KS,5.404285714285714,0.29451870881366754
gradual,D1,10,90,10d 90f,ADWIN,4.777575757575757,0.6471093376296346
gradual,D1,10,90,10d 90f,EDDM,5.8215573430898555,0.7927112619103769
gradual,D1,10,90,10d 90f,DDM,3.650595238095238,0.544446100291341
gradual,D2,10,90,10d 90f,HAST,6.42,1.5612815249018992
gradual,D2,10,90,10d 90f,OCDD,1.0999999999999999,0.1183215956619923
gradual,D2,10,90,10d 90f,Feature-KS,3.3899999999999997,0.22113344387495984
gradual,D2,10,90,10d 90f,ADWIN,9.68,5.711707275412493
gradual,D2,10,90,10d 90f,EDDM,29.0,17.182432889436814
gradual,D2,10,90,10d 90f,DDM,11.13,2.4277767607422227
gradual,R,10,90,10d 90f,HAST,0.21904761904761907,0.13212319316011056
gradual,R,10,90,10d 90f,OCDD,0.4044701213818861,0.06577984088685628
gradual,R,10,90,10d 90f,Feature-KS,0.3238095238095239,0.019047619047619067
gradual,R,10,90,10d 90f,ADWIN,0.10707070707070707,0.06139220767281916
gradual,R,10,90,10d 90f,EDDM,0.5732189311372696,0.2501114294145949
gradual,R,10,90,10d 90f,DDM,0.43690476190476196,0.26805812565590836
gradual,D1,15,30,15d 30f,HAST,0.888055555555552,0.28944671037714087
gradual,D1,15,30,15d 30f,OCDD,3.3038857958250873,0.1826351269480322
gradual,D1,15,30,15d 30f,Feature-KS,3.092916666666672,1.4141855247111186
gradual,D1,15,30,15d 30f,ADWIN,4.09823787323787,0.4756953416575
gradual,D1,15,30,15d 30f,EDDM,4.133939673748855,0.6824715832773902
gradual,D1,15,30,15d 30f,DDM,2.613888888888884,0.5138423095884618
gradual,D2,15,30,15d 30f,HAST,1.046666666666663,0.49863517428781273
gradual,D2,15,30,15d 30f,OCDD,0.9000000000000028,0.12382783747337914
gradual,D2,15,30,15d 30f,Feature-KS,2.9977777777777836,1.3087153252213142
gradual,D2,15,30,15d 30f,ADWIN,7.559999999999998,1.3471799535179023
gradual,D2,15,30,15d 30f,EDDM,40.31777777777778,22.16518023420552
gradual,D2,15,30,15d 30f,DDM,19.384444444444448,8.775077221706578
gradual,R,15,30,15d 30f,HAST,0.01875,0.028641098093473996
gradual,R,15,30,15d 30f,OCDD,0.6662125608573117,0.02530308193248725
gradual,R,15,30,15d 30f,Feature-KS,0.025,0.03061862178478973
gradual,R,15,30,15d 30f,ADWIN,0.39639110889110885,0.21917298481998854
gradual,R,15,30,15d 30f,EDDM,0.4168052141545685,0.17163196078779372
gradual,R,15,30,15d 30f,DDM,1.6214285714285712,0.6217158613425413
gradual,D1,15,60,15d 60f,HAST,1.8200198412698352,0.44244935969419363
gradual,D1,15,60,15d 60f,OCDD,2.4146109998983585,0.21930515635914175
gradual,D1,15,60,15d 60f,Feature-KS,4.321388888888892,0.7763019728729375
gradual,D1,15,60,15d 60f,ADWIN,3.843005050505048,0.5875309474921637
gradual,D1,15,60,15d 60f,EDDM,3.937813644984697,0.5598322757969277
gradual,D1,15,60,15d 60f,DDM,2.2696957671957607,0.4795888015334704
gradual,D2,15,60,15d 60f,HAST,3.3044444444444396,0.8739325057985644
gradual,D2,15,60,15d 60f,OCDD,1.0311111111111138,0.11296235579678819
gradual,D2,15,60,15d 60f,Feature-KS,4.131111111111115,0.6911396921564199
gradual,D2,15,60,15d 60f,ADWIN,11.026666666666667,2.63069816579291
gradual,D2,15,60,15d 60f,EDDM,26.511111111111113,15.55943126321036
gradual,D2,15,60,15d 60f,DDM,19.24888888888889,8.336401213064617
gradual,R,15,60,15d 60f,HAST,0.09910714285714284,0.07829191353192101
gradual,R,15,60,15d 60f,OCDD,0.47769033648343984,0.05901984093512005
gradual,R,15,60,15d 60f,Feature-KS,0.05,0.025
gradual,R,15,60,15d 60f,ADWIN,0.8024350649350648,0.3761423890688794
gradual,R,15,60,15d 60f,EDDM,1.0495867663630822,1.8281912265674907
gradual,R,15,60,15d 60f,DDM,1.643452380952381,0.5974390855010692
gradual,D1,15,90,15d 90f,HAST,1.6019474969474898,0.4756046225907628
gradual,D1,15,90,15d 90f,OCDD,0.9610775713794373,0.2341645474732543
gradual,D1,15,90,15d 90f,Feature-KS,4.584861111111113,0.5850106342021709
gradual,D1,15,90,15d 90f,ADWIN,4.198453583453582,0.7901019983304359
gradual,D1,15,90,15d 90f,EDDM,4.3036628424974745,0.5139985875865672
gradual,D1,15,90,15d 90f,DDM,2.519246031746028,0.7225612157937972
gradual,D2,15,90,15d 90f,HAST,4.213333333333328,0.9944140280885319
gradual,D2,15,90,15d 90f,OCDD,0.7688888888888977,0.10526861584290641
gradual,D2,15,90,15d 90f,Feature-KS,4.380000000000003,0.551133512089535
gradual,D2,15,90,15d 90f,ADWIN,15.566666666666668,4.872601657593225
gradual,D2,15,90,15d 90f,EDDM,25.906666666666666,11.984705479572654
gradual,D2,15,90,15d 90f,DDM,38.51111111111112,25.844402407532456
gradual,R,15,90,15d 90f,HAST,0.1843406593406593,0.1286198485889036
gradual,R,15,90,15d 90f,OCDD,0.08073400412796697,0.06347550207926525
gradual,R,15,90,15d 90f,Feature-KS,0.05625,0.018750000000000003
gradual,R,15,90,15d 90f,ADWIN,1.021482683982684,0.5838320825427873
gradual,R,15,90,15d 90f,EDDM,0.6004246509804825,0.24669725126672143
gradual,R,15,90,15d 90f,DDM,2.0892857142857144,0.9968061240680616
